scrapeDatetime,url,price,addressline1,addressline2,po,mls,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType,po4,po3,CAGR
"03/25/2022, 19:16:25",https://www.realtor.ca/real-estate/24181774/27-slicers-lane-middle-sackville-middle-sackville,469900,27 Slicers Lane,"Middle Sackville, Nova Scotia B4E0A7",B4E0A7,MLS  Number: 202205025,2,2,3,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,2010,"Garage, Attached Garage",1 day,"Mar 26, 2015 Sold $280,000",1864,"Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,2 Level,,B4E0,B4E,0.076765319
"03/25/2022, 19:17:21",https://www.realtor.ca/real-estate/24181313/877-east-petpeswick-road-east-petpeswick-east-petpeswick,525000,877 East Petpeswick Road,"East Petpeswick, Nova Scotia B0J2L0",B0J2L0,MLS  Number: 202205015,3,3,2,Single Family,House,2,East Petpeswick,Freehold,1 - 3 acres,,"Garage, Attached Garage, Gravel",1 day,,1735,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Crawl space,B0J2,B0J,0
"03/25/2022, 19:20:15",https://www.realtor.ca/real-estate/24181311/140-kestral-ridge-new-glasgow-new-glasgow,345000,140 Kestral Ridge,"New Glasgow, Nova Scotia B2H5V6",B2H5V6,MLS  Number: 202205011,3,4,2,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,1999,,1 day,,2400,"Range - Electric, Dishwasher, Garburator, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B2H5,B2H,0
"03/25/2022, 19:20:47",https://www.realtor.ca/real-estate/24179191/15-st-vincent-street-stellarton-stellarton,230000,15 St Vincent Street,"Stellarton, Nova Scotia B0K1S0",B0K1S0,MLS  Number: 202205001,4,4,2,Single Family,House,2,Stellarton,Freehold,1/2 - 1 acre,,Gravel,2 days,"Sep 18, 2014 Sold $35,000",1500,"Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,Detached,,,B0K1,B0K,0.26534069
"03/25/2022, 19:21:21",https://www.realtor.ca/real-estate/24178926/763-rocknotch-road-greenwood-greenwood,315000,763 ROCKNOTCH Road,"Greenwood, Nova Scotia B0P1N0",B0P1N0,MLS  Number: 202204998,3,3,3,Single Family,House,2,Greenwood,Freehold,1 - 3 acres,2012,"Garage, Attached Garage",2 days,,2400,"Range - Electric, Dishwasher, Refrigerator",Poured Concrete,Semi-detached,,Full (Partially finished),B0P1,B0P,0
"03/25/2022, 19:21:49",https://www.realtor.ca/real-estate/24179192/436-main-street-parrsboro-parrsboro,125000,436 Main Street,"Parrsboro, Nova Scotia B0M1S0",B0M1S0,MLS  Number: 202205002,4,4,2,Single Family,House,2,Parrsboro,Freehold,1/2 - 1 acre,1860,"Garage, Detached Garage, Gravel",2 days,,2084,"Range, Dryer, Washer, Refrigerator",Stone,Detached,,,B0M1,B0M,0
"03/25/2022, 19:22:15",https://www.realtor.ca/real-estate/24178744/123-hemlock-drive-elmsdale-elmsdale,379900,123 Hemlock Drive,"Elmsdale, Nova Scotia B2S1B9",B2S1B9,MLS  Number: 202204995,2,3,2,Single Family,House,1,Elmsdale,Freehold,under 1/2 acre,1997,"Garage, Detached Garage, Gravel",2 days,"Aug 4, 2021 Sold $400,000",1872,,Poured Concrete,Detached,,Full (Finished),B2S1,B2S,-0.05025
"03/25/2022, 19:38:17",https://www.realtor.ca/real-estate/24178745/331-prospect-bay-road-prospect-village-prospect-village,399900,331 Prospect Bay Road,"Prospect Village, Nova Scotia B3T1Z7",B3T1Z7,MLS  Number: 202204996,4,4,3,Single Family,House,2,Prospect Village,Freehold,under 1/2 acre,1966,"Garage, Detached Garage, Parking Space(s)",2 days,,2853,"Oven, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B3T1,B3T,0
"03/25/2022, 19:38:41",https://www.realtor.ca/real-estate/24178492/42-weir-avenue-stellarton-stellarton,379000,42 Weir Avenue,"Stellarton, Nova Scotia B0K1S0",B0K1S0,MLS  Number: 202204992,4,4,2,Single Family,House,2,Stellarton,Freehold,under 1/2 acre,,Gravel,2 days,,2000,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B0K1,B0K,0
"03/25/2022, 19:39:10",https://www.realtor.ca/real-estate/24178348/702-89-waterfront-drive-bedford-bedford,479000,702 89 Waterfront Drive,"Bedford, Nova Scotia B4A2E6",B4A2E6,MLS  Number: 202204984,2,2,2,Single Family,Apartment,1,Bedford,Condominium/Strata,,2003,"Garage, Underground, Parking Space(s)",2 days,"Aug 20, 2004 Sold $195,000",1215,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Concrete Block,,Other,Unknown,B4A2,B4A,0.051195235
"03/25/2022, 19:39:34",https://www.realtor.ca/real-estate/24178349/11-roland-road-fall-river-fall-river,187900,11 Roland Road,"Fall River, Nova Scotia B2T1E6",B2T1E6,MLS  Number: 202204985,2,2,1,Single Family,House,1,Fall River,Unknown,,2014,None,2 days,,784,"Stove, Dryer, Washer, Refrigerator",,Detached,Mini,None,B2T1,B2T,0
"03/25/2022, 19:39:56",https://www.realtor.ca/real-estate/24178350/34-william-street-hantsport-hantsport,350000,34 William Street,"Hantsport, Nova Scotia B0P1P0",B0P1P0,MLS  Number: 202204987,3,3,4,Single Family,House,2,Hantsport,Freehold,under 1/2 acre,1922,"Garage, Attached Garage",2 days,,4300,,Poured Concrete,Detached,Contemporary,Full (Unfinished),B0P1,B0P,0
"03/25/2022, 19:40:35",https://www.realtor.ca/real-estate/24177897/837-highway-224-sheet-harbour-sheet-harbour,149900,837 Highway 224,"Sheet Harbour, Nova Scotia B0J3B0",B0J3B0,MLS  Number: 202204979,2,2,1,Single Family,House,1,Sheet Harbour,Freehold,1/2 - 1 acre,1992,Gravel,2 days,"Nov 1, 2012 Sold $32,000",1428,,Poured Concrete,Detached,Character,Full (Partially finished),B0J3,B0J,0.166984709
"03/25/2022, 19:41:00",https://www.realtor.ca/real-estate/24178081/419-highway-246-wentworth-wentworth,374900,419 Highway 246,"Wentworth, Nova Scotia B0M1Z0",B0M1Z0,MLS  Number: 202204980,3,3,1,Single Family,House,2,Wentworth,Freehold,1 - 3 acres,2015,Gravel,2 days,,924,"Range, Refrigerator, Hot Tub",Poured Concrete,Detached,,Crawl space,B0M1,B0M,0
"03/25/2022, 19:42:15",https://www.realtor.ca/real-estate/24177534/97-clermont-crescent-dartmouth-dartmouth,450000,97 Clermont Crescent,"Dartmouth, Nova Scotia B2W4N9",B2W4N9,MLS  Number: 202204969,0,1,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1976,,2 days,,1609,,Poured Concrete,Detached,Character,Full (Finished),B2W4,B2W,0
"03/25/2022, 19:42:53",https://www.realtor.ca/real-estate/24177741/10951-peggys-cove-road-seabright-seabright,249900,10951 Peggys Cove Road,"Seabright, Nova Scotia B3Z3C7",B3Z3C7,MLS  Number: 202204972,1,1,1,Single Family,House,1,Seabright,Freehold,under 1/2 acre,,Gravel,2 days,,1090,"Stove, Dryer, Washer, Microwave, Refrigerator","Concrete Block, Poured Concrete",Detached,Character,Full (Finished),B3Z3,B3Z,0
"03/25/2022, 19:43:43",https://www.realtor.ca/real-estate/24177743/217-donegal-drive-cole-harbour-cole-harbour,335000,217 Donegal Drive,"Cole Harbour, Nova Scotia B2V1P2",B2V1P2,MLS  Number: 202204975,2,2,2,Single Family,House,1,Cole Harbour,Freehold,under 1/2 acre,1976,"Garage, Detached Garage",2 days,,1716,,Poured Concrete,Detached,,,B2V1,B2V,0
"03/25/2022, 19:44:06",https://www.realtor.ca/real-estate/24177535/371-gaspereau-run-middle-sackville-middle-sackville,649900,371 Gaspereau Run,"Middle Sackville, Nova Scotia B4E0R5",B4E0R5,MLS  Number: 202204970,2,3,2,Single Family,House,1,Middle Sackville,Freehold,1 - 3 acres,2019,"Garage, Gravel",2 days,"Mar 7, 2019 Sold $339,900",1655,,Poured Concrete,Detached,,,B4E0,B4E,0.241171489
"03/25/2022, 19:44:35",https://www.realtor.ca/real-estate/24177740/139-marjorie-drive-west-porters-lake-west-porters-lake,409000,139 Marjorie Drive,"West Porters Lake, Nova Scotia B3E1N2",B3E1N2,MLS  Number: 202204971,2,3,2,Single Family,House,1,West Porters Lake,Freehold,1 - 3 acres,2011,"Garage, Detached Garage, Gravel",2 days,"May 19, 2006 Sold $16,000",2200,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B3E1,B3E,0.224546293
"03/25/2022, 19:49:14",https://www.realtor.ca/real-estate/24177407/157-freshwater-trail-dartmouth-dartmouth,685000,157 Freshwater Trail,"Dartmouth, Nova Scotia B2W0G5",B2W0G5,MLS  Number: 202204966,3,4,3,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,2009,"Garage, Attached Garage",2 days,"Apr 15, 2011 Sold $391,000",2998,"Range - Gas, Dishwasher, Dryer - Electric, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Finished),B2W0,B2W,0.052295273
"03/25/2022, 19:50:00",https://www.realtor.ca/real-estate/24177144/1895-highway-215-tennecape-tennecape,489000,1895 Highway 215,"Tennecape, Nova Scotia B0N2R0",B0N2R0,MLS  Number: 202204960,2,2,2,Single Family,House,2,Tennecape,Freehold,,2015,"Garage, Detached Garage, Gravel",2 days,,1365,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator","Poured Concrete, Concrete Slab",Detached,,None,B0N2,B0N,0
"03/25/2022, 19:50:42",https://www.realtor.ca/real-estate/24177405/187-belcher-street-kentville-kentville,245000,187 BELCHER Street,"Kentville, Nova Scotia B4N1E2",B4N1E2,MLS  Number: 202204965,2,4,2,Single Family,House,2,Kentville,Freehold,under 1/2 acre,1955,Gravel,2 days,"Nov 2, 2018 Sold $125,000",2000,"Range - Electric, Refrigerator",Poured Concrete,Detached,,Full (Finished),B4N1,B4N,0.183215957
"03/25/2022, 19:51:51",https://www.realtor.ca/real-estate/24177145/570-young-avenue-halifax-halifax,2490000,570 Young Avenue,"Halifax, Nova Scotia B3H2V5",B3H2V5,MLS  Number: 202204961,5,5,5,Single Family,House,3,Halifax,Freehold,under 1/2 acre,1924,"Garage, Detached Garage",2 days,"Jul 31, 2014 Sold $1,800,000",5738,"Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B3H2,B3H,0.04139588
"03/25/2022, 19:55:59",https://www.realtor.ca/real-estate/24176601/58-shore-road-herring-cove-herring-cove,549900,58 Shore Road,"Herring Cove, Nova Scotia B3V1G7",B3V1G7,MLS  Number: 202204939,3,3,3,Single Family,House,2,Herring Cove,Freehold,1/2 - 1 acre,1918,Gravel,2 days,"Oct 29, 2018 Sold $383,077",2334,"Cooktop - Propane, Oven, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Concrete Block,Detached,,Partial,B3V1,B3V,0.094584794
"03/25/2022, 19:56:55",https://www.realtor.ca/real-estate/24176682/64626464-almon-street-halifax-halifax,489900,6462/6464 Almon Street,"Halifax, Nova Scotia B3L1V7",B3L1V7,MLS  Number: 202204943,2,3,2,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1949,Garage,2 days,"Mar 1, 2010 Sold $250,000",1362,"Stove, Dryer, Washer, Washer/Dryer Combo, Refrigerator",Concrete Block,Detached,Character,Full (Finished),B3L1,B3L,0.057662937
"03/25/2022, 19:57:19",https://www.realtor.ca/real-estate/24176683/12535-highway-3-rhodes-corner-rhodes-corner,99900,12535 Highway 3,"Rhodes Corner, Nova Scotia B4V5M9",B4V5M9,MLS  Number: 202204945,3,3,1,Single Family,Mobile Home,1,Rhodes Corner,Freehold,1/2 - 1 acre,,,2 days,,850,"Stove, Refrigerator",,,,None,B4V5,B4V,0
"03/25/2022, 19:57:42",https://www.realtor.ca/real-estate/24176598/45-russet-street-new-minas-new-minas,599900,45 Russet Street,"New Minas, Nova Scotia B4N4A2",B4N4A2,MLS  Number: 202204934,4,4,3,Single Family,House,2,New Minas,Freehold,1/2 - 1 acre,1980,,2 days,"Oct 15, 2014 Sold $235,000",2263,"Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B4N4,B4N,0.124284893
"03/25/2022, 19:58:25",https://www.realtor.ca/real-estate/24176599/1135-ward-road-millville-millville,398900,1135 Ward Road,"Millville, Nova Scotia B0P1C0",B0P1C0,MLS  Number: 202204936,3,3,2,Single Family,House,1,Millville,Freehold,1 - 3 acres,,"Garage, Attached Garage, Gravel",2 days,,1300,None,"Poured Concrete, Concrete Slab",Detached,Character,None,B0P1,B0P,0
"03/25/2022, 19:58:48",https://www.realtor.ca/real-estate/24176600/9-highrigger-crescent-middle-sackville-middle-sackville,319900,9 Highrigger Crescent,"Middle Sackville, Nova Scotia B4E2V5",B4E2V5,MLS  Number: 202204937,3,4,3,Single Family,House,2,Middle Sackville,Freehold,1/2 - 1 acre,1987,,2 days,"Feb 18, 2013 Sold $178,000",1720,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished),B4E2,B4E,0.067304274
"03/25/2022, 19:59:12",https://www.realtor.ca/real-estate/24176602/51-stratmore-avenue-middle-sackville-middle-sackville,299900,51 Stratmore Avenue,"Middle Sackville, Nova Scotia B4E3A9",B4E3A9,MLS  Number: 202204941,3,3,2,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,1963,,2 days,,1242,,Poured Concrete,Detached,Character,Crawl space,B4E3,B4E,0
"03/25/2022, 19:59:48",https://www.realtor.ca/real-estate/24176228/136-balsam-circle-lower-sackville-lower-sackville,335000,136 Balsam Circle,"Lower Sackville, Nova Scotia B4C1A9",B4C1A9,MLS  Number: 202204923,3,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1971,"Garage, Detached Garage",2 days,,1802,,Poured Concrete,Detached,Character,,B4C1,B4C,0
"03/25/2022, 20:00:14",https://www.realtor.ca/real-estate/24176231/562-new-cheverie-road-riverside-riverside,189900,562 New Cheverie Road,"Riverside, Nova Scotia B0N2A0",B0N2A0,MLS  Number: 202204928,3,3,1,Single Family,House,1,Riverside,Freehold,1/2 - 1 acre,1969,"Garage, Detached Garage, Gravel",2 days,"Jul 31, 2009 Sold $60,000",864,"Stove, Washer/Dryer Combo, Refrigerator, Water softener",Poured Concrete,Detached,Character,Full (Unfinished),B0N2,B0N,0.092673186
"03/25/2022, 20:00:43",https://www.realtor.ca/real-estate/24176233/191-lynch-road-newport-corner-newport-corner,125000,191 Lynch Road,"Newport Corner, Nova Scotia B0N1L0",B0N1L0,MLS  Number: 202204930,2,2,1,Single Family,Mobile Home,1,Newport Corner,Freehold,1/2 - 1 acre,1970,Gravel,2 days,,604,"Dryer, Washer",,,Mini,None,B0N1,B0N,0
"03/25/2022, 20:01:08",https://www.realtor.ca/real-estate/24176229/31-fairmount-road-halifax-halifax,475000,31 Fairmount Road,"Halifax, Nova Scotia B3N1H5",B3N1H5,MLS  Number: 202204925,4,4,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1953,,2 days,"May 17, 2019 Sold $299,000",1671,"Cooktop - Propane, Oven, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B3N1,B3N,0.166829697
"03/25/2022, 20:01:34",https://www.realtor.ca/real-estate/24176230/91-brookview-drive-cole-harbour-cole-harbour,349900,91 Brookview Drive,"Cole Harbour, Nova Scotia B2V2V6",B2V2V6,MLS  Number: 202204927,3,3,3,Single Family,House,2,Cole Harbour,Freehold,under 1/2 acre,2001,,2 days,"Apr 4, 2014 Sold $230,000",1889,,Poured Concrete,Semi-detached,,,B2V2,B2V,0.053845665
"03/25/2022, 20:01:57",https://www.realtor.ca/real-estate/24176232/6080-normandy-drive-halifax-halifax,624900,6080 Normandy Drive,"Halifax, Nova Scotia B3K2T1",B3K2T1,MLS  Number: 202204929,4,4,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1953,,2 days,,1728,"Stove, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B3K2,B3K,0
"03/25/2022, 20:02:22",https://www.realtor.ca/real-estate/24176402/1684-walnut-street-halifax-halifax,599900,1684 Walnut Street,"Halifax, Nova Scotia B3H3S4",B3H3S4,MLS  Number: 202204933,4,4,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1952,"Garage, Detached Garage",2 days,,2020,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full,B3H3,B3H,0
"03/26/2022, 13:04:58",https://www.realtor.ca/real-estate/24175995/2358-prospect-road-prospect-prospect,362000,2358 Prospect Road,"Prospect, Nova Scotia B3T4S9",B3T4S9,MLS  Number: 202204905,3,3,1,Single Family,House,2,Prospect,Freehold,under 1/2 acre,,"Gravel, Covered",3 days,,1550,,Poured Concrete,Detached,,Full,B3T4,B3T,0
"03/26/2022, 13:05:37",https://www.realtor.ca/real-estate/24176077/81-lawlor-crescent-coleridge-estates-dartmouth-dartmouth,649000,81 Lawlor Crescent,"Dartmouth, Nova Scotia B2Z1C1",B2Z1C1,MLS  Number: 202204913,3,4,4,Single Family,House,1,Dartmouth,Freehold,1/2 - 1 acre,2002,"Garage, Attached Garage",3 days,,3484,"Central Vacuum, Stove, Dishwasher, Dryer - Electric, Washer, Microwave, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,Character,Partial (Partially finished),B2Z1,B2Z,0
"03/26/2022, 13:06:01",https://www.realtor.ca/real-estate/24175994/57-justin-drive-lower-branch-lower-branch,598000,57 Justin Drive,"Lower Branch, Nova Scotia B4V8Z2",B4V8Z2,MLS  Number: 202204904,3,3,2,Single Family,House,1,Lower Branch,Freehold,1 - 3 acres,,"Garage, Attached Garage, Gravel",3 days,,1712,,Concrete Slab,Detached,Character,None,B4V8,B4V,0
"03/26/2022, 13:06:24",https://www.realtor.ca/real-estate/24175993/65-ardoise-lane-ardoise-ardoise,374900,65 Ardoise Lane,"Ardoise, Nova Scotia B0N1L0",B0N1L0,MLS  Number: 202204902,2,4,3,Single Family,House,1,Ardoise,Freehold,1 - 3 acres,2008,,3 days,"Sep 15, 2017 Sold $255,000",2100,None,Poured Concrete,Detached,Character,Full (Finished),B0N1,B0N,0.080127571
"03/26/2022, 13:06:47",https://www.realtor.ca/real-estate/24175996/1-mckenzie-drive-middleton-middleton,349999,1 Mckenzie Drive,"Middleton, Nova Scotia B0S1P0",B0S1P0,MLS  Number: 202204908,3,4,2,Single Family,House,1,Middleton,Freehold,under 1/2 acre,1972,"Garage, Attached Garage",3 days,,1887,"Stove, Dishwasher, Refrigerator",Poured Concrete,Detached,,,B0S1,B0S,0
"03/26/2022, 13:07:11",https://www.realtor.ca/real-estate/24176076/85-dunlop-road-brooklyn-brooklyn,224900,85 Dunlop Road,"Brooklyn, Nova Scotia B0N2A0",B0N2A0,MLS  Number: 202204910,2,2,1,Single Family,House,1,Brooklyn,Freehold,1 - 3 acres,1994,Gravel,3 days,"Mar 31, 2000 Sold $66,000",1144,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B0N2,B0N,0.057309341
"03/26/2022, 13:07:35",https://www.realtor.ca/real-estate/24176078/69-leonard-road-paradise-paradise,299000,69 Leonard Road,"Paradise, Nova Scotia B0S1R0",B0S1R0,MLS  Number: 202204915,2,4,1,Single Family,House,2,Paradise,Freehold,3 - 10 acres,1994,,3 days,"Sep 28, 2016 Sold $159,000",1583,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished),B0S1,B0S,0.110995613
"03/26/2022, 13:07:58",https://www.realtor.ca/real-estate/24176079/168-belle-drive-meadowvale-meadowvale,465000,168 Belle Drive,"Meadowvale, Nova Scotia B0P1R0",B0P1R0,MLS  Number: 202204916,4,4,3,Single Family,House,2,Meadowvale,Freehold,1/2 - 1 acre,2008,"Garage, Attached Garage",3 days,"Jun 22, 2009 Sold $240,000",2312,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener",Concrete Slab,Detached,,None,B0P1,B0P,0.052193262
"03/26/2022, 13:08:21",https://www.realtor.ca/real-estate/24175602/142-town-road-falmouth-falmouth,399900,142 Town Road,"Falmouth, Nova Scotia B0P1L0",B0P1L0,MLS  Number: 202204891,3,3,2,Single Family,House,2,Falmouth,Freehold,under 1/2 acre,1994,Garage,3 days,"Jun 12, 2001 Sold $155,000",1872,"Cooktop - Gas, Oven - Electric, Dishwasher, Dryer, Washer, Garburator, Refrigerator, Gas stove(s)",Poured Concrete,Detached,,Full (Partially finished),B0P1,B0P,0.046166811
"03/26/2022, 13:09:00",https://www.realtor.ca/real-estate/24175870/84-marigold-drive-middle-sackville-middle-sackville,625000,84 Marigold Drive,"Middle Sackville, Nova Scotia B4E0S8",B4E0S8,MLS  Number: 202204893,3,4,4,Single Family,House,2,Middle Sackville,Freehold,under 1/2 acre,2019,,3 days,,2688,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,,B4E0,B4E,0
"03/26/2022, 13:09:23",https://www.realtor.ca/real-estate/24175871/40-confederation-avenue-fall-river-fall-river,575000,40 Confederation Avenue,"Fall River, Nova Scotia B2T1M9",B2T1M9,MLS  Number: 202204894,3,5,3,Single Family,House,1,Fall River,Freehold,1 - 3 acres,1991,"Garage, Attached Garage, Detached Garage",3 days,,2660,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener, Central Vacuum",Poured Concrete,Detached,Character,Full (Partially finished),B2T1,B2T,0
"03/26/2022, 13:09:47",https://www.realtor.ca/real-estate/24175601/76-old-courthouse-branch-road-bible-hill-bible-hill,389900,76 Old Courthouse Branch Road,"Bible Hill, Nova Scotia B6L3X3",B6L3X3,MLS  Number: 202204890,3,3,3,Single Family,House,2,Bible Hill,Freehold,1/2 - 1 acre,1994,Garage,3 days,"Mar 25, 2011 Sold $210,000",2021,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full,B6L3,B6L,0.057865267
"03/26/2022, 13:10:10",https://www.realtor.ca/real-estate/24175875/17506-hwy-316-cross-roads-country-harbour-country-harbour,150000,17506 Hwy 316 Cross Roads,"Country Harbour, Nova Scotia B0H1J0",B0H1J0,MLS  Number: 202204900,4,4,1,Single Family,House,2,Country Harbour,Freehold,1 - 3 acres,1911,Gravel,3 days,,1263,"Stove, Dryer, Washer, Refrigerator","Concrete Block, Stone",Detached,,Crawl space,B0H1,B0H,0
"03/26/2022, 13:10:39",https://www.realtor.ca/real-estate/24175872/867-tower-road-halifax-halifax,849900,867 Tower Road,"Halifax, Nova Scotia B3H2Y1",B3H2Y1,MLS  Number: 202204895,2,5,2,Single Family,House,1,Halifax,Freehold,under 1/2 acre,,,3 days,"Dec 10, 2013 Sold $713,000",2622,"Range, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,,B3H2,B3H,0.01970692
"03/26/2022, 13:11:04",https://www.realtor.ca/real-estate/24175873/1-rosewood-court-dartmouth-dartmouth,469900,1 Rosewood Court,"Dartmouth, Nova Scotia B2W6K3",B2W6K3,MLS  Number: 202204896,2,2,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,2000,"Garage, Attached Garage",3 days,,1485,"Stove, Dishwasher, Washer/Dryer Combo, Microwave Range Hood Combo, Refrigerator, Central Vacuum",Concrete Slab,Detached,Character,None,B2W6,B2W,0
